case:concept:name,id_event,sort_order,time,text,concept:name,event_type2,side,event_team,opponent,player,player2,player_in,player_out,shot_place,shot_outcome,is_goal,location,bodypart,assist_method,situation,fast_break,cumgoal,date,result,time:timestamp,@@index
15 Chelsea vs Arsenal,zXRqAtdp76,76,1:30:00,Attempt blocked. Lukas Podolski (Arsenal) left footed shot from the left side of the six yard box is blocked. Assisted by Mesut Ozil.,좌측패널티안쪽슈팅시도,키패스,원정팀,Arsenal,Chelsea,lukas podolski,mesut ozil,,,막힘,차단,0,좌측패널티안쪽,왼발,패스,필드,0,0,2014-10-05 00:00:00+00:00,패,2014-10-05 01:30:00+00:00,516711
15 Chelsea vs Arsenal,zXRqAtdp77,77,1:30:00,Attempt missed. Calum Chambers (Arsenal) right footed shot from outside the box misses to the left. Assisted by Kieran Gibbs.,패널티바깥쪽슈팅시도,키패스,원정팀,Arsenal,Chelsea,calum chambers,kieran gibbs,,,좌측으로빗나감,비유효슈팅,0,패널티바깥쪽,오른발,패스,필드,0,0,2014-10-05 00:00:10+00:00,패,2014-10-05 01:30:10+00:00,516712
15 Chelsea vs Arsenal,zXRqAtdp78,78,1:30:00,Foul by Danny Welbeck (Arsenal).,파울,,원정팀,Arsenal,Chelsea,danny welbeck,,,,,,0,,,없음,,0,0,2014-10-05 00:00:20+00:00,패,2014-10-05 01:30:20+00:00,516713
15 Chelsea vs Arsenal,zXRqAtdp79,79,1:30:00,Cesc Fabregas (Chelsea) wins a free kick in the defensive half.,수비지역프리킥시도,,홈팀,Chelsea,Arsenal,cesc fabregas,,,,,,0,수비지역,,없음,,0,2,2014-10-05 00:00:30+00:00,승,2014-10-05 01:30:30+00:00,516714
15 Chelsea vs Arsenal,zXRqAtdp80,80,1:30:00,Booking      Danny Welbeck (Arsenal) is shown the yellow card for a bad foul.,옐로카드,,원정팀,Arsenal,Chelsea,danny welbeck,,,,,,0,,,없음,,0,0,2014-10-05 00:00:40+00:00,패,2014-10-05 01:30:40+00:00,516715
15 Chelsea vs Arsenal,zXRqAtdp81,81,1:31:00,"Offside, Chelsea. Branislav Ivanovic tries a through ball, but Diego Costa is caught offside.",오프사이드,스루패스실패,홈팀,Chelsea,Arsenal,diego costa,branislav ivanovic,,,,,0,,,없음,,0,2,2014-10-05 00:00:00+00:00,승,2014-10-05 01:31:00+00:00,516716
15 Chelsea vs Aston Villa,E1kDdNRp1,1,0:01:00,"Corner,  Chelsea. Conceded by Aly Cissokho.",코너킥,,홈팀,Chelsea,Aston Villa,aly cissokho,aly cissokho,,,,,0,,,없음,,0,0,2014-09-27 00:00:00+00:00,승,2014-09-27 00:01:00+00:00,507511
15 Chelsea vs Aston Villa,E1kDdNRp2,2,0:02:00,John Terry (Chelsea) wins a free kick on the left wing.,왼쪽측면프리킥시도,,홈팀,Chelsea,Aston Villa,john terry,,,,,,0,왼쪽측면,,없음,,0,0,2014-09-27 00:00:00+00:00,승,2014-09-27 00:02:00+00:00,507512
15 Chelsea vs Aston Villa,E1kDdNRp3,3,0:02:00,Foul by Gabriel Agbonlahor (Aston Villa).,파울,,원정팀,Aston Villa,Chelsea,gabriel agbonlahor,,,,,,0,,,없음,,0,0,2014-09-27 00:00:10+00:00,패,2014-09-27 00:02:10+00:00,507513
15 Chelsea vs Aston Villa,E1kDdNRp4,4,0:03:00,Diego Costa (Chelsea) wins a free kick in the attacking half.,공격지역프리킥시도,,홈팀,Chelsea,Aston Villa,diego costa,,,,,,0,공격지역,,없음,,0,0,2014-09-27 00:00:00+00:00,승,2014-09-27 00:03:00+00:00,507514
15 Chelsea vs Aston Villa,E1kDdNRp5,5,0:03:00,Foul by Philippe Senderos (Aston Villa).,파울,,원정팀,Aston Villa,Chelsea,philippe senderos,,,,,,0,,,없음,,0,0,2014-09-27 00:00:10+00:00,패,2014-09-27 00:03:10+00:00,507515
15 Chelsea vs Aston Villa,E1kDdNRp6,6,0:07:00,Attempt saved. Willian (Chelsea) right footed shot from a difficult angle on the right is saved in the bottom right corner. Assisted by Branislav Ivanovic.,우측무각슈팅시도,키패스,홈팀,Chelsea,Aston Villa,willian,branislav ivanovic,,,우측하단,유효슈팅,0,우측무각,오른발,패스,필드,0,0,2014-09-27 00:00:00+00:00,승,2014-09-27 00:07:00+00:00,507516
15 Chelsea vs Aston Villa,E1kDdNRp7,7,0:07:00,"Goal!        Goal!  Chelsea 1, Aston Villa 0. Oscar (Chelsea) right footed shot from the centre of the box to the bottom left corner. Assisted by Willian.",패널티박스중앙슈팅시도,키패스,홈팀,Chelsea,Aston Villa,oscar,willian,,,좌측하단,유효슈팅,1,패널티박스중앙,오른발,패스,필드,0,1,2014-09-27 00:00:10+00:00,승,2014-09-27 00:07:10+00:00,507517
15 Chelsea vs Aston Villa,E1kDdNRp8,8,0:09:00,Andreas Weimann (Aston Villa) wins a free kick in the attacking half.,공격지역프리킥시도,,원정팀,Aston Villa,Chelsea,andreas weimann,,,,,,0,공격지역,,없음,,0,0,2014-09-27 00:00:00+00:00,패,2014-09-27 00:09:00+00:00,507518
15 Chelsea vs Aston Villa,E1kDdNRp9,9,0:09:00,Foul by Oscar (Chelsea).,파울,,홈팀,Chelsea,Aston Villa,oscar,,,,,,0,,,없음,,0,1,2014-09-27 00:00:10+00:00,승,2014-09-27 00:09:10+00:00,507519
15 Chelsea vs Aston Villa,E1kDdNRp10,10,0:15:00,"Corner,  Chelsea. Conceded by Nathan Baker.",코너킥,,홈팀,Chelsea,Aston Villa,nathan baker,nathan baker,,,,,0,,,없음,,0,1,2014-09-27 00:00:00+00:00,승,2014-09-27 00:15:00+00:00,507520
15 Chelsea vs Aston Villa,E1kDdNRp11,11,0:18:00,"Corner,  Aston Villa. Conceded by Eden Hazard.",코너킥,,원정팀,Aston Villa,Chelsea,eden hazard,eden hazard,,,,,0,,,없음,,0,0,2014-09-27 00:00:00+00:00,패,2014-09-27 00:18:00+00:00,507521
15 Chelsea vs Aston Villa,E1kDdNRp12,12,0:19:00,Attempt missed. Aly Cissokho (Aston Villa) right footed shot from the centre of the box misses to the left following a corner.,패널티박스중앙슈팅시도,,원정팀,Aston Villa,Chelsea,aly cissokho,,,,좌측으로빗나감,비유효슈팅,0,패널티박스중앙,오른발,없음,코너킥,0,0,2014-09-27 00:00:00+00:00,패,2014-09-27 00:19:00+00:00,507522
15 Chelsea vs Aston Villa,E1kDdNRp13,13,0:20:00,"Corner,  Chelsea. Conceded by Aly Cissokho.",코너킥,,홈팀,Chelsea,Aston Villa,aly cissokho,aly cissokho,,,,,0,,,없음,,0,1,2014-09-27 00:00:00+00:00,승,2014-09-27 00:20:00+00:00,507523
15 Chelsea vs Aston Villa,E1kDdNRp14,14,0:21:00,Foul by Cesar Azpilicueta (Chelsea).,파울,,홈팀,Chelsea,Aston Villa,cesar azpilicueta,,,,,,0,,,없음,,0,1,2014-09-27 00:00:00+00:00,승,2014-09-27 00:21:00+00:00,507524
15 Chelsea vs Aston Villa,E1kDdNRp15,15,0:21:00,Tom Cleverley (Aston Villa) wins a free kick in the defensive half.,수비지역프리킥시도,,원정팀,Aston Villa,Chelsea,tom cleverley,,,,,,0,수비지역,,없음,,0,0,2014-09-27 00:00:10+00:00,패,2014-09-27 00:21:10+00:00,507525
15 Chelsea vs Aston Villa,E1kDdNRp16,16,0:23:00,Cesar Azpilicueta (Chelsea) wins a free kick on the left wing.,왼쪽측면프리킥시도,,홈팀,Chelsea,Aston Villa,cesar azpilicueta,,,,,,0,왼쪽측면,,없음,,0,1,2014-09-27 00:00:00+00:00,승,2014-09-27 00:23:00+00:00,507526
15 Chelsea vs Aston Villa,E1kDdNRp17,17,0:23:00,Foul by Kieran Richardson (Aston Villa).,파울,,원정팀,Aston Villa,Chelsea,kieran richardson,,,,,,0,,,없음,,0,0,2014-09-27 00:00:10+00:00,패,2014-09-27 00:23:10+00:00,507527
15 Chelsea vs Aston Villa,E1kDdNRp18,18,0:24:00,Attempt blocked. Cesc Fabregas (Chelsea) right footed shot from outside the box is blocked. Assisted by Cesar Azpilicueta.,패널티바깥쪽슈팅시도,키패스,홈팀,Chelsea,Aston Villa,cesc fabregas,cesar azpilicueta,,,막힘,차단,0,패널티바깥쪽,오른발,패스,필드,0,1,2014-09-27 00:00:00+00:00,승,2014-09-27 00:24:00+00:00,507528
15 Chelsea vs Aston Villa,E1kDdNRp19,19,0:25:00,Foul by Gary Cahill (Chelsea).,파울,,홈팀,Chelsea,Aston Villa,gary cahill,,,,,,0,,,없음,,0,1,2014-09-27 00:00:00+00:00,승,2014-09-27 00:25:00+00:00,507529
15 Chelsea vs Aston Villa,E1kDdNRp20,20,0:25:00,Gabriel Agbonlahor (Aston Villa) wins a free kick in the attacking half.,공격지역프리킥시도,,원정팀,Aston Villa,Chelsea,gabriel agbonlahor,,,,,,0,공격지역,,없음,,0,0,2014-09-27 00:00:10+00:00,패,2014-09-27 00:25:10+00:00,507530
15 Chelsea vs Aston Villa,E1kDdNRp21,21,0:25:00,Booking      Gary Cahill (Chelsea) is shown the yellow card for a bad foul.,옐로카드,,홈팀,Chelsea,Aston Villa,gary cahill,,,,,,0,,,없음,,0,1,2014-09-27 00:00:20+00:00,승,2014-09-27 00:25:20+00:00,507531
15 Chelsea vs Aston Villa,E1kDdNRp22,22,0:31:00,"Attempt missed. Cesc Fabregas (Chelsea) right footed shot from outside the box is close, but misses to the left. Assisted by Oscar.",패널티바깥쪽슈팅시도,키패스,홈팀,Chelsea,Aston Villa,cesc fabregas,oscar,,,좌측으로빗나감,비유효슈팅,0,패널티바깥쪽,오른발,패스,필드,0,1,2014-09-27 00:00:00+00:00,승,2014-09-27 00:31:00+00:00,507532
15 Chelsea vs Aston Villa,E1kDdNRp23,23,0:33:00,Attempt saved. Diego Costa (Chelsea) header from the centre of the box is saved in the bottom left corner. Assisted by Willian with a cross.,패널티박스중앙슈팅시도,키패스,홈팀,Chelsea,Aston Villa,diego costa,willian,,,좌측하단,유효슈팅,0,패널티박스중앙,머리,크로스,필드,0,1,2014-09-27 00:00:00+00:00,승,2014-09-27 00:33:00+00:00,507533
15 Chelsea vs Aston Villa,E1kDdNRp24,24,0:34:00,"Corner,  Chelsea. Conceded by Tom Cleverley.",코너킥,,홈팀,Chelsea,Aston Villa,tom cleverley,tom cleverley,,,,,0,,,없음,,0,1,2014-09-27 00:00:00+00:00,승,2014-09-27 00:34:00+00:00,507534
15 Chelsea vs Aston Villa,E1kDdNRp25,25,0:35:00,"Corner,  Chelsea. Conceded by Nathan Baker.",코너킥,,홈팀,Chelsea,Aston Villa,nathan baker,nathan baker,,,,,0,,,없음,,0,1,2014-09-27 00:00:00+00:00,승,2014-09-27 00:35:00+00:00,507535
15 Chelsea vs Aston Villa,E1kDdNRp26,26,0:35:00,Attempt missed. Branislav Ivanovic (Chelsea) header from the centre of the box is too high. Assisted by Cesc Fabregas with a cross following a corner.,패널티박스중앙슈팅시도,키패스,홈팀,Chelsea,Aston Villa,branislav ivanovic,cesc fabregas,,,홈런,비유효슈팅,0,패널티박스중앙,머리,크로스,코너킥,0,1,2014-09-27 00:00:10+00:00,승,2014-09-27 00:35:10+00:00,507536
15 Chelsea vs Aston Villa,E1kDdNRp27,27,0:38:00,"Attempt missed. Diego Costa (Chelsea) right footed shot from outside the box is close, but misses the top right corner. Assisted by Oscar.",패널티바깥쪽슈팅시도,키패스,홈팀,Chelsea,Aston Villa,diego costa,oscar,,,우측상단,비유효슈팅,0,패널티바깥쪽,오른발,패스,필드,0,1,2014-09-27 00:00:00+00:00,승,2014-09-27 00:38:00+00:00,507537
15 Chelsea vs Aston Villa,E1kDdNRp28,28,0:38:00,"Offside, Chelsea. Branislav Ivanovic tries a through ball, but Diego Costa is caught offside.",오프사이드,스루패스실패,홈팀,Chelsea,Aston Villa,diego costa,branislav ivanovic,,,,,0,,,없음,,0,1,2014-09-27 00:00:10+00:00,승,2014-09-27 00:38:10+00:00,507538
15 Chelsea vs Aston Villa,E1kDdNRp29,29,0:40:00,Foul by Nemanja Matic (Chelsea).,파울,,홈팀,Chelsea,Aston Villa,nemanja matic,,,,,,0,,,없음,,0,1,2014-09-27 00:00:00+00:00,승,2014-09-27 00:40:00+00:00,507539
15 Chelsea vs Aston Villa,E1kDdNRp30,30,0:40:00,Kieran Richardson (Aston Villa) wins a free kick in the defensive half.,수비지역프리킥시도,,원정팀,Aston Villa,Chelsea,kieran richardson,,,,,,0,수비지역,,없음,,0,0,2014-09-27 00:00:10+00:00,패,2014-09-27 00:40:10+00:00,507540
15 Chelsea vs Aston Villa,E1kDdNRp31,31,0:40:00,Attempt blocked. Andreas Weimann (Aston Villa) right footed shot from outside the box is blocked. Assisted by Tom Cleverley.,패널티바깥쪽슈팅시도,키패스,원정팀,Aston Villa,Chelsea,andreas weimann,tom cleverley,,,막힘,차단,0,패널티바깥쪽,오른발,패스,필드,0,0,2014-09-27 00:00:20+00:00,패,2014-09-27 00:40:20+00:00,507541
15 Chelsea vs Aston Villa,E1kDdNRp32,32,0:41:00,Attempt blocked. Fabian Delph (Aston Villa) right footed shot from outside the box is blocked.,패널티바깥쪽슈팅시도,,원정팀,Aston Villa,Chelsea,fabian delph,,,,막힘,차단,0,패널티바깥쪽,오른발,없음,필드,0,0,2014-09-27 00:00:00+00:00,패,2014-09-27 00:41:00+00:00,507542
15 Chelsea vs Aston Villa,E1kDdNRp33,33,0:41:00,Attempt missed. Fabian Delph (Aston Villa) left footed shot from outside the box is high and wide to the left. Assisted by Tom Cleverley.,패널티바깥쪽슈팅시도,키패스,원정팀,Aston Villa,Chelsea,fabian delph,tom cleverley,,,크게빗나감,비유효슈팅,0,패널티바깥쪽,왼발,패스,필드,0,0,2014-09-27 00:00:10+00:00,패,2014-09-27 00:41:10+00:00,507543
15 Chelsea vs Aston Villa,E1kDdNRp34,34,0:42:00,Attempt missed. Willian (Chelsea) right footed shot from outside the box is high and wide to the right. Assisted by Oscar.,패널티바깥쪽슈팅시도,키패스,홈팀,Chelsea,Aston Villa,willian,oscar,,,크게빗나감,비유효슈팅,0,패널티바깥쪽,오른발,패스,필드,0,1,2014-09-27 00:00:00+00:00,승,2014-09-27 00:42:00+00:00,507544
15 Chelsea vs Aston Villa,E1kDdNRp35,35,0:45:00,Attempt missed. Willian (Chelsea) left footed shot from outside the box misses to the left. Assisted by Diego Costa.,패널티바깥쪽슈팅시도,키패스,홈팀,Chelsea,Aston Villa,willian,diego costa,,,좌측으로빗나감,비유효슈팅,0,패널티바깥쪽,왼발,패스,필드,0,1,2014-09-27 00:00:00+00:00,승,2014-09-27 00:45:00+00:00,507545
15 Chelsea vs Aston Villa,E1kDdNRp36,36,0:46:00,"Attempt missed. Fabian Delph (Aston Villa) left footed shot from outside the box is close, but misses to the right. Assisted by Andreas Weimann.",패널티바깥쪽슈팅시도,키패스,원정팀,Aston Villa,Chelsea,fabian delph,andreas weimann,,,우측으로빗나감,비유효슈팅,0,패널티바깥쪽,왼발,패스,필드,0,0,2014-09-27 00:00:00+00:00,패,2014-09-27 00:46:00+00:00,507546
15 Chelsea vs Aston Villa,E1kDdNRp37,37,0:47:00,Foul by Eden Hazard (Chelsea).,파울,,홈팀,Chelsea,Aston Villa,eden hazard,,,,,,0,,,없음,,0,1,2014-09-27 00:00:00+00:00,승,2014-09-27 00:47:00+00:00,507547
15 Chelsea vs Aston Villa,E1kDdNRp38,38,0:47:00,Fabian Delph (Aston Villa) wins a free kick in the defensive half.,수비지역프리킥시도,,원정팀,Aston Villa,Chelsea,fabian delph,,,,,,0,수비지역,,없음,,0,0,2014-09-27 00:00:10+00:00,패,2014-09-27 00:47:10+00:00,507548
15 Chelsea vs Aston Villa,E1kDdNRp39,39,0:47:00,Willian (Chelsea) wins a free kick on the right wing.,오른쪽측면프리킥시도,,홈팀,Chelsea,Aston Villa,willian,,,,,,0,오른쪽측면,,없음,,0,1,2014-09-27 00:00:20+00:00,승,2014-09-27 00:47:20+00:00,507549
15 Chelsea vs Aston Villa,E1kDdNRp40,40,0:47:00,Foul by Aly Cissokho (Aston Villa).,파울,,원정팀,Aston Villa,Chelsea,aly cissokho,,,,,,0,,,없음,,0,0,2014-09-27 00:00:30+00:00,패,2014-09-27 00:47:30+00:00,507550
15 Chelsea vs Aston Villa,E1kDdNRp41,41,0:49:00,"Offside, Chelsea. Oscar tries a through ball, but Diego Costa is caught offside.",오프사이드,스루패스실패,홈팀,Chelsea,Aston Villa,diego costa,oscar,,,,,0,,,없음,,0,1,2014-09-27 00:00:00+00:00,승,2014-09-27 00:49:00+00:00,507551
15 Chelsea vs Aston Villa,E1kDdNRp42,42,0:50:00,Oscar (Chelsea) wins a free kick in the defensive half.,수비지역프리킥시도,,홈팀,Chelsea,Aston Villa,oscar,,,,,,0,수비지역,,없음,,0,1,2014-09-27 00:00:00+00:00,승,2014-09-27 00:50:00+00:00,507552
15 Chelsea vs Aston Villa,E1kDdNRp43,43,0:50:00,Foul by Tom Cleverley (Aston Villa).,파울,,원정팀,Aston Villa,Chelsea,tom cleverley,,,,,,0,,,없음,,0,0,2014-09-27 00:00:10+00:00,패,2014-09-27 00:50:10+00:00,507553
15 Chelsea vs Aston Villa,E1kDdNRp44,44,0:50:00,Booking      Tom Cleverley (Aston Villa) is shown the yellow card for a bad foul.,옐로카드,,원정팀,Aston Villa,Chelsea,tom cleverley,,,,,,0,,,없음,,0,0,2014-09-27 00:00:20+00:00,패,2014-09-27 00:50:20+00:00,507554
15 Chelsea vs Aston Villa,E1kDdNRp45,45,0:54:00,"Corner,  Aston Villa. Conceded by Cesar Azpilicueta.",코너킥,,원정팀,Aston Villa,Chelsea,cesar azpilicueta,cesar azpilicueta,,,,,0,,,없음,,0,0,2014-09-27 00:00:00+00:00,패,2014-09-27 00:54:00+00:00,507555
15 Chelsea vs Aston Villa,E1kDdNRp46,46,0:55:00,Foul by Oscar (Chelsea).,파울,,홈팀,Chelsea,Aston Villa,oscar,,,,,,0,,,없음,,0,1,2014-09-27 00:00:00+00:00,승,2014-09-27 00:55:00+00:00,507556
15 Chelsea vs Aston Villa,E1kDdNRp47,47,0:55:00,Tom Cleverley (Aston Villa) wins a free kick on the right wing.,오른쪽측면프리킥시도,,원정팀,Aston Villa,Chelsea,tom cleverley,,,,,,0,오른쪽측면,,없음,,0,0,2014-09-27 00:00:10+00:00,패,2014-09-27 00:55:10+00:00,507557
15 Chelsea vs Aston Villa,E1kDdNRp48,48,0:55:00,Attempt missed. Nathan Baker (Aston Villa) header from the centre of the box is just a bit too high. Assisted by Ashley Westwood with a cross following a set piece situation.,패널티박스중앙슈팅시도,키패스,원정팀,Aston Villa,Chelsea,nathan baker,ashley westwood,,,대형홈런,비유효슈팅,0,패널티박스중앙,머리,크로스,세트피스,0,0,2014-09-27 00:00:20+00:00,패,2014-09-27 00:55:20+00:00,507558
15 Chelsea vs Aston Villa,E1kDdNRp49,49,0:56:00,Attempt saved. Diego Costa (Chelsea) header from the centre of the box is saved in the bottom left corner. Assisted by Branislav Ivanovic with a cross.,패널티박스중앙슈팅시도,키패스,홈팀,Chelsea,Aston Villa,diego costa,branislav ivanovic,,,좌측하단,유효슈팅,0,패널티박스중앙,머리,크로스,필드,0,1,2014-09-27 00:00:00+00:00,승,2014-09-27 00:56:00+00:00,507559
15 Chelsea vs Aston Villa,E1kDdNRp50,50,0:56:00,Foul by Nemanja Matic (Chelsea).,파울,,홈팀,Chelsea,Aston Villa,nemanja matic,,,,,,0,,,없음,,0,1,2014-09-27 00:00:10+00:00,승,2014-09-27 00:56:10+00:00,507560
15 Chelsea vs Aston Villa,E1kDdNRp51,51,0:56:00,Fabian Delph (Aston Villa) wins a free kick in the defensive half.,수비지역프리킥시도,,원정팀,Aston Villa,Chelsea,fabian delph,,,,,,0,수비지역,,없음,,0,0,2014-09-27 00:00:20+00:00,패,2014-09-27 00:56:20+00:00,507561
15 Chelsea vs Aston Villa,E1kDdNRp52,52,0:57:00,Foul by Cesc Fabregas (Chelsea).,파울,,홈팀,Chelsea,Aston Villa,cesc fabregas,,,,,,0,,,없음,,0,1,2014-09-27 00:00:00+00:00,승,2014-09-27 00:57:00+00:00,507562
15 Chelsea vs Aston Villa,E1kDdNRp53,53,0:57:00,Gabriel Agbonlahor (Aston Villa) wins a free kick in the attacking half.,공격지역프리킥시도,,원정팀,Aston Villa,Chelsea,gabriel agbonlahor,,,,,,0,공격지역,,없음,,0,0,2014-09-27 00:00:10+00:00,패,2014-09-27 00:57:10+00:00,507563
15 Chelsea vs Aston Villa,E1kDdNRp54,54,0:57:00,Booking      Cesc Fabregas (Chelsea) is shown the yellow card for a bad foul.,옐로카드,,홈팀,Chelsea,Aston Villa,cesc fabregas,,,,,,0,,,없음,,0,1,2014-09-27 00:00:20+00:00,승,2014-09-27 00:57:20+00:00,507564
15 Chelsea vs Aston Villa,E1kDdNRp55,55,0:58:00,"Goal!        Goal!  Chelsea 2, Aston Villa 0. Diego Costa (Chelsea) header from the centre of the box to the high centre of the goal. Assisted by Cesar Azpilicueta with a cross.",패널티박스중앙슈팅시도,키패스,홈팀,Chelsea,Aston Villa,diego costa,cesar azpilicueta,,,정면,유효슈팅,1,패널티박스중앙,머리,크로스,필드,0,2,2014-09-27 00:00:00+00:00,승,2014-09-27 00:58:00+00:00,507565
15 Chelsea vs Aston Villa,E1kDdNRp56,56,1:00:00,Foul by Cesc Fabregas (Chelsea).,파울,,홈팀,Chelsea,Aston Villa,cesc fabregas,,,,,,0,,,없음,,0,2,2014-09-27 00:00:00+00:00,승,2014-09-27 01:00:00+00:00,507566
15 Chelsea vs Aston Villa,E1kDdNRp57,57,1:00:00,Gabriel Agbonlahor (Aston Villa) wins a free kick in the attacking half.,공격지역프리킥시도,,원정팀,Aston Villa,Chelsea,gabriel agbonlahor,,,,,,0,공격지역,,없음,,0,0,2014-09-27 00:00:10+00:00,패,2014-09-27 01:00:10+00:00,507567
15 Chelsea vs Aston Villa,E1kDdNRp58,58,1:01:00,Diego Costa (Chelsea) wins a free kick on the left wing.,왼쪽측면프리킥시도,,홈팀,Chelsea,Aston Villa,diego costa,,,,,,0,왼쪽측면,,없음,,0,2,2014-09-27 00:00:00+00:00,승,2014-09-27 01:01:00+00:00,507568
15 Chelsea vs Aston Villa,E1kDdNRp59,59,1:01:00,Foul by Philippe Senderos (Aston Villa).,파울,,원정팀,Aston Villa,Chelsea,philippe senderos,,,,,,0,,,없음,,0,0,2014-09-27 00:00:10+00:00,패,2014-09-27 01:01:10+00:00,507569
15 Chelsea vs Aston Villa,E1kDdNRp60,60,1:01:00,Booking      Philippe Senderos (Aston Villa) is shown the yellow card for a bad foul.,옐로카드,,원정팀,Aston Villa,Chelsea,philippe senderos,,,,,,0,,,없음,,0,0,2014-09-27 00:00:20+00:00,패,2014-09-27 01:01:20+00:00,507570
15 Chelsea vs Aston Villa,E1kDdNRp61,61,1:03:00,Attempt blocked. Oscar (Chelsea) right footed shot from the centre of the box is blocked.,패널티박스중앙슈팅시도,,홈팀,Chelsea,Aston Villa,oscar,,,,막힘,차단,0,패널티박스중앙,오른발,없음,필드,0,2,2014-09-27 00:00:00+00:00,승,2014-09-27 01:03:00+00:00,507571
15 Chelsea vs Aston Villa,E1kDdNRp62,62,1:03:00,"Corner,  Chelsea. Conceded by Aly Cissokho.",코너킥,,홈팀,Chelsea,Aston Villa,aly cissokho,aly cissokho,,,,,0,,,없음,,0,2,2014-09-27 00:00:10+00:00,승,2014-09-27 01:03:10+00:00,507572
15 Chelsea vs Aston Villa,E1kDdNRp63,63,1:04:00,"Corner,  Chelsea. Conceded by Andreas Weimann.",코너킥,,홈팀,Chelsea,Aston Villa,andreas weimann,andreas weimann,,,,,0,,,없음,,0,2,2014-09-27 00:00:00+00:00,승,2014-09-27 01:04:00+00:00,507573
15 Chelsea vs Aston Villa,E1kDdNRp64,64,1:05:00,"Corner,  Chelsea. Conceded by Philippe Senderos.",코너킥,,홈팀,Chelsea,Aston Villa,philippe senderos,philippe senderos,,,,,0,,,없음,,0,2,2014-09-27 00:00:00+00:00,승,2014-09-27 01:05:00+00:00,507574
15 Chelsea vs Aston Villa,E1kDdNRp65,65,1:08:00,"Substitution      Substitution, Chelsea. Andre Schurrle replaces Eden Hazard.",교체,,홈팀,Chelsea,Aston Villa,,,andre schurrle,eden hazard,,,0,,,없음,,0,2,2014-09-27 00:00:00+00:00,승,2014-09-27 01:08:00+00:00,507575
15 Chelsea vs Aston Villa,E1kDdNRp66,66,1:08:00,"Substitution      Substitution, Aston Villa. Darren Bent replaces Kieran Richardson.",교체,,원정팀,Aston Villa,Chelsea,,,darren bent,kieran richardson,,,0,,,없음,,0,0,2014-09-27 00:00:10+00:00,패,2014-09-27 01:08:10+00:00,507576
15 Chelsea vs Aston Villa,E1kDdNRp67,67,1:08:00,"Substitution      Substitution, Aston Villa. Charles N'Zogbia replaces Andreas Weimann.",교체,,원정팀,Aston Villa,Chelsea,,,charles nzogbia,andreas weimann,,,0,,,없음,,0,0,2014-09-27 00:00:20+00:00,패,2014-09-27 01:08:20+00:00,507577
15 Chelsea vs Aston Villa,E1kDdNRp68,68,1:09:00,Attempt saved. Alan Hutton (Aston Villa) right footed shot from outside the box is saved in the bottom right corner. Assisted by Ashley Westwood.,패널티바깥쪽슈팅시도,키패스,원정팀,Aston Villa,Chelsea,alan hutton,ashley westwood,,,우측하단,유효슈팅,0,패널티바깥쪽,오른발,패스,필드,0,0,2014-09-27 00:00:00+00:00,패,2014-09-27 01:09:00+00:00,507578
15 Chelsea vs Aston Villa,E1kDdNRp69,69,1:12:00,"Offside, Chelsea. Nemanja Matic tries a through ball, but Diego Costa is caught offside.",오프사이드,스루패스실패,홈팀,Chelsea,Aston Villa,diego costa,nemanja matic,,,,,0,,,없음,,0,2,2014-09-27 00:00:00+00:00,승,2014-09-27 01:12:00+00:00,507579
15 Chelsea vs Aston Villa,E1kDdNRp70,70,1:14:00,Foul by Nemanja Matic (Chelsea).,파울,,홈팀,Chelsea,Aston Villa,nemanja matic,,,,,,0,,,없음,,0,2,2014-09-27 00:00:00+00:00,승,2014-09-27 01:14:00+00:00,507580
15 Chelsea vs Aston Villa,E1kDdNRp71,71,1:14:00,Gabriel Agbonlahor (Aston Villa) wins a free kick on the right wing.,오른쪽측면프리킥시도,,원정팀,Aston Villa,Chelsea,gabriel agbonlahor,,,,,,0,오른쪽측면,,없음,,0,0,2014-09-27 00:00:10+00:00,패,2014-09-27 01:14:10+00:00,507581
15 Chelsea vs Aston Villa,E1kDdNRp72,72,1:15:00,Diego Costa (Chelsea) wins a free kick in the attacking half.,공격지역프리킥시도,,홈팀,Chelsea,Aston Villa,diego costa,,,,,,0,공격지역,,없음,,0,2,2014-09-27 00:00:00+00:00,승,2014-09-27 01:15:00+00:00,507582
15 Chelsea vs Aston Villa,E1kDdNRp73,73,1:15:00,Foul by Nathan Baker (Aston Villa).,파울,,원정팀,Aston Villa,Chelsea,nathan baker,,,,,,0,,,없음,,0,0,2014-09-27 00:00:10+00:00,패,2014-09-27 01:15:10+00:00,507583
15 Chelsea vs Aston Villa,E1kDdNRp74,74,1:16:00,"Offside, Chelsea. Cesc Fabregas tries a through ball, but Nemanja Matic is caught offside.",오프사이드,스루패스실패,홈팀,Chelsea,Aston Villa,nemanja matic,cesc fabregas,,,,,0,,,없음,,0,2,2014-09-27 00:00:00+00:00,승,2014-09-27 01:16:00+00:00,507584
15 Chelsea vs Aston Villa,E1kDdNRp75,75,1:17:00,"Substitution      Substitution, Chelsea. John Obi Mikel replaces Oscar.",교체,,홈팀,Chelsea,Aston Villa,,,john obi mikel,oscar,,,0,,,없음,,0,2,2014-09-27 00:00:00+00:00,승,2014-09-27 01:17:00+00:00,507585
