id_odsp,event_team,cumgoal
Mixj8F7D/,FC Ingolstadt 04,2
nZqwBHNf/,Hannover 96,0
nZqwBHNf/,Mainz,1
O2o6J8LG/,Toulouse,0
O2o6J8LG/,Nantes,0
OCldLye3/,Stoke City,0
OCldLye3/,Everton,3
Ol6X496N/,AS Monaco,1
Ol6X496N/,Nice,0
OvuabTwr/,Athletic Bilbao,0
OvuabTwr/,Villarreal,0
pb7T5kiH/,Lyon,3
pb7T5kiH/,Angers,0
pCn2Kl6A/,Stade de Reims,2
pCn2Kl6A/,Caen,0
pMkhMHuc/,West Ham,0
pMkhMHuc/,Southampton,1
rHB9cY2d/,West Brom,0
rHB9cY2d/,Newcastle,1
rZn4amUp/,Lorient,1
rZn4amUp/,Montpellier,1
UD75bEmj/,Manchester City,1
UD75bEmj/,Leicester City,3
Wt0K5Bo8/,Atletico Madrid,3
Wt0K5Bo8/,Eibar,1
YwW3KhKg/,Bologna,1
YwW3KhKg/,Fiorentina,1
zi81afYq/,Sunderland,2
zi81afYq/,Liverpool,2
04tOFUYO/,Udinese,1
04tOFUYO/,AC Milan,1
0QXeMEks/,Torino,1
0QXeMEks/,Chievo Verona,2
6ahX29VQ/,Valencia,0
6ahX29VQ/,Real Betis,1
AXbO4V0E/,Levante,0
AXbO4V0E/,Barcelona,2
ELoVCwgr/,FC Cologne,1
ELoVCwgr/,Hamburg SV,1
EmvCIWl6/,Atalanta,0
EmvCIWl6/,Empoli,0
fNgkNjMi/,Stade Rennes,1
fNgkNjMi/,Lille,1
hvwGHj4C/,Sassuolo,2
hvwGHj4C/,Palermo,2
IwCxsS87/,Real Madrid,2
IwCxsS87/,Granada,1
IwY7d78f/,Sevilla,1
IwY7d78f/,Celta Vigo,1
MDsKGAJI/,Napoli,1
MDsKGAJI/,Carpi,0
r1wn9eh7/,TSG Hoffenheim,0
r1wn9eh7/,SV Darmstadt 98,2
SUjZ5deG/,Bournemouth,0
SUjZ5deG/,Arsenal,2
tQ0x4TLT/,Bordeaux,1
tQ0x4TLT/,St Etienne,4
vHWaLY4m/,Internazionale,3
vHWaLY4m/,Hellas Verona,3
vVBYZXJt/,Frosinone,0
vVBYZXJt/,Juventus,2
WOl7JCZa/,AS Roma,2
WOl7JCZa/,Sampdoria,1
xnqfMAyb/,Paris Saint-Germain,2
xnqfMAyb/,Marseille,1
YsMZ3zQS/,Chelsea,1
YsMZ3zQS/,Manchester Utd,1
zFr3cmgl/,Real Sociedad,5
zFr3cmgl/,Espanyol,0
jkc8nB3n/,Lazio,5
jkc8nB3n/,Hellas Verona,2
byCEkpwK/,Rayo Vallecano,2
byCEkpwK/,Sporting Gijon,2
GEcPMEM6/,Mainz,2
GEcPMEM6/,Schalke 04,1
hfRwXV3a/,Carpi,1
hfRwXV3a/,AS Roma,3
Mco6FaKr/,Angers,0
Mco6FaKr/,Stade Rennes,1
0QHbS7IU/,Napoli,0
0QHbS7IU/,Juventus,1
29rQrE47/,Real Madrid,4
29rQrE47/,Athletic Bilbao,2
AycTLYyD/,Bayer Leverkusen,2
AycTLYyD/,SV Darmstadt 98,1
CQ2r0KKe/,GFC Ajaccio,2
CQ2r0KKe/,Troyes,3
CrAtYBlg/,Frosinone,2
CrAtYBlg/,Empoli,1
f7cppO0s/,Espanyol,1
f7cppO0s/,Valencia,2
hbBIl4hQ/,Villarreal,1
hbBIl4hQ/,Malaga,0
I33v105k/,Bordeaux,4
I33v105k/,Guingamp,2
j97NNNC2/,Montpellier,2
j97NNNC2/,Toulouse,0
jH1navz2/,Nantes,2
jH1navz2/,Lorient,1
KlavKuCR/,Bastia,1
KlavKuCR/,Stade de Reims,0
Kn4GOzhf/,Werder Bremen,1
Kn4GOzhf/,TSG Hoffenheim,1
lbQXWbpE/,Borussia Dortmund,1
lbQXWbpE/,Hannover 96,0
M7WrCXHk/,Crystal Palace,1
M7WrCXHk/,Watford,2
nZ58QdNs/,Hertha Berlin,0
nZ58QdNs/,VfB Stuttgart,2
ptIwYEv9/,Sunderland,2
ptIwYEv9/,Manchester Utd,1
rHXvDD2q/,Newcastle,1
rHXvDD2q/,Chelsea,5
SlPyWIaK/,VfL Wolfsburg,2
SlPyWIaK/,FC Ingolstadt 04,0
SMn5qI1S/,Swansea,0
SMn5qI1S/,Southampton,1
t0sUsYJD/,Real Betis,2
t0sUsYJD/,Deportivo La Coruna,2
vqRmBiXe/,Everton,0
vqRmBiXe/,West Brom,1
WxEZYfP2/,Norwich City,2
WxEZYfP2/,West Ham,2
Wxh4JFPF/,Bournemouth,1
Wxh4JFPF/,Stoke City,3
xObLNf70/,FC Cologne,3
xObLNf70/,Eintracht Frankfurt,1
xQ9ZKLdL/,Paris Saint-Germain,0
xQ9ZKLdL/,Lille,0
YiBxZiZn/,Sassuolo,1
YiBxZiZn/,Chievo Verona,1
40az2tjq/,St Etienne,1
40az2tjq/,AS Monaco,1
8YTMqfk1/,Eibar,2
8YTMqfk1/,Levante,0
ADEtVxFQ/,Hamburg SV,3
ADEtVxFQ/,Borussia Monchengladbach,2
Cbb4milt/,Fiorentina,2
Cbb4milt/,Internazionale,1
CrhkqrGm/,Celta Vigo,1
CrhkqrGm/,Barcelona,6
E1s9IZvM/,Arsenal,2
E1s9IZvM/,Leicester City,1
IZPiABn2/,Manchester City,1
IZPiABn2/,Tottenham,2
jZjgr2Vg/,Granada,0
jZjgr2Vg/,Real Sociedad,3
MZIfTm3O/,AC Milan,2
MZIfTm3O/,Genoa,1
OM5VL1sF/,Lyon,4
OM5VL1sF/,Caen,1
pdjcsMp0/,Sevilla,2
pdjcsMp0/,Las Palmas,0
pY7AjQND/,Atletico Madrid,1
pY7AjQND/,Getafe,0
Q7PoV9YB/,Sampdoria,0
Q7PoV9YB/,Atalanta,0
QyoDHgfS/,Aston Villa,0
QyoDHgfS/,Liverpool,6
td5CPGxl/,FC Augsburg,1
td5CPGxl/,Bayern Munich,3
Ua6RMsS8/,Nice,1
Ua6RMsS8/,Marseille,1
vBTkUTmI/,Torino,3
vBTkUTmI/,Palermo,1
WpQsWkJ5/,Bologna,1
WpQsWkJ5/,Udinese,0
YN1zRorT/,Barcelona,3
YN1zRorT/,Sporting Gijon,1
4z0HnHMu/,Getafe,0
4z0HnHMu/,Levante,3
865iQmTb/,Eintracht Frankfurt,0
865iQmTb/,Hamburg SV,0
CnvJCc41/,Bordeaux,0
CnvJCc41/,Nice,0
ETsYt7XN/,Bologna,0
ETsYt7XN/,Juventus,0
4Yb0ORcB/,VfL Wolfsburg,1
4Yb0ORcB/,Hertha Berlin,1
beb4NoDH/,TSG Hoffenheim,3
beb4NoDH/,Mainz,2
C6jxrgyB/,Real Betis,1
C6jxrgyB/,Sporting Gijon,1
I1lPrT2B/,Hellas Verona,3
I1lPrT2B/,Chievo Verona,1
IorAvKUI/,Barcelona,2
IorAvKUI/,Las Palmas,1
jXkAEJZl/,Montpellier,3
jXkAEJZl/,Angers,2
MB0XKhiJ/,Bayern Munich,3
MB0XKhiJ/,SV Darmstadt 98,1
OMsNBHJ7/,Guingamp,3
OMsNBHJ7/,Lorient,4
pljHpkYb/,Sampdoria,1
pljHpkYb/,Internazionale,3
QklQpeih/,Eibar,2
QklQpeih/,Celta Vigo,3
rREmSx4l/,Toulouse,1
rREmSx4l/,GFC Ajaccio,1
UF6mRTDh/,Borussia Monchengladbach,1
UF6mRTDh/,FC Cologne,0
UNlEDwke/,Troyes,1
UNlEDwke/,AS Monaco,3
veq6u0FC/,Espanyol,1
veq6u0FC/,Deportivo La Coruna,0
xnc8M5SN/,FC Ingolstadt 04,2
xnc8M5SN/,Werder Bremen,0
YiPDYvRK/,Paris Saint-Germain,4
YiPDYvRK/,Stade de Reims,1
0t2qS9bn/,Bayer Leverkusen,0
0t2qS9bn/,Borussia Dortmund,1
8jsxtRnU/,Atalanta,2
8jsxtRnU/,Fiorentina,3
dWg1tt06/,Sevilla,2
dWg1tt06/,Rayo Vallecano,2
GGU8ZKBE/,St Etienne,1
GGU8ZKBE/,Marseille,1
hI7ZtDjH/,Malaga,1
hI7ZtDjH/,Real Madrid,1
jVfdP7r5/,Hannover 96,0
jVfdP7r5/,FC Augsburg,1
lpappwao/,Palermo,0
lpappwao/,AS Roma,5
Mk3uTkqt/,Schalke 04,1
Mk3uTkqt/,VfB Stuttgart,1
pCY3yoeo/,Frosinone,0
pCY3yoeo/,Lazio,0
rRbLoyxn/,Granada,1
rRbLoyxn/,Valencia,2
UNAqTIlr/,Stade Rennes,0
UNAqTIlr/,Caen,1
vBkLq9m5/,Empoli,2
vBkLq9m5/,Sassuolo,3
vghUqF6b/,Real Sociedad,1
vghUqF6b/,Athletic Bilbao,0
xQV4z1d8/,Lyon,0
xQV4z1d8/,Lille,1
YDnDoVIh/,Carpi,0
YDnDoVIh/,Torino,0
YFiYrZL4/,Atletico Madrid,0
YFiYrZL4/,Villarreal,0
zwqUsmIH/,Udinese,1
zwqUsmIH/,Genoa,2
SzblqcEi/,Napoli,1
SzblqcEi/,AC Milan,1
23aZz5sH/,FC Cologne,0
23aZz5sH/,Hertha Berlin,1
nwbfoIAQ/,Nice,0
nwbfoIAQ/,Bastia,2
W86wtX5N/,Eibar,0
W86wtX5N/,Las Palmas,1
2ic9zBTp/,Real Madrid,0
2ic9zBTp/,Atletico Madrid,1
4t3dQGY0/,Guingamp,2
4t3dQGY0/,Angers,2
6HFWGqjo/,Bayern Munich,2
6HFWGqjo/,VfL Wolfsburg,0
6JpVNUG1/,Watford,0
6JpVNUG1/,Bournemouth,0
6NvRudYm/,Bordeaux,1
6NvRudYm/,Stade de Reims,4
bgsNPjnk/,Chelsea,2
bgsNPjnk/,Southampton,1
bHHaPzl7/,Lorient,1
bHHaPzl7/,Troyes,0
CdoROA1e/,Aston Villa,1
CdoROA1e/,Stoke City,2
CMv0cYzb/,Getafe,0
CMv0cYzb/,Celta Vigo,1
E5yVezbc/,AS Roma,3
E5yVezbc/,Empoli,1
fwdRxRC4/,Werder Bremen,2
fwdRxRC4/,SV Darmstadt 98,2
hGbjnbeK/,Montpellier,3
hGbjnbeK/,Lille,0
jDw4dhj4/,Rayo Vallecano,2
jDw4dhj4/,Real Betis,2
ji48vZSM/,Torino,0
ji48vZSM/,AC Milan,1
KK3EuTSo/,Hamburg SV,1
KK3EuTSo/,FC Ingolstadt 04,1
MRSHoY88/,West Ham,1
MRSHoY88/,Sunderland,0
pAqZMlW7/,Crystal Palace,2
pAqZMlW7/,West Brom,3
pEwVvGmf/,Toulouse,1
pEwVvGmf/,Stade Rennes,2
rmzdbELi/,Malaga,1
rmzdbELi/,Real Sociedad,1
S47rXYgF/,Norwich City,0
S47rXYgF/,Leicester City,1
YN7Ivmrh/,VfB Stuttgart,1
YN7Ivmrh/,Hannover 96,2
YyT8eC5A/,Sporting Gijon,2
YyT8eC5A/,Espanyol,4
02Besyq4/,Udinese,2
02Besyq4/,Hellas Verona,0
2VXQdGri/,Chievo Verona,1
2VXQdGri/,Genoa,0
48T4LPsU/,Borussia Dortmund,3
48T4LPsU/,TSG Hoffenheim,1
4dyhaf6o/,Levante,0
4dyhaf6o/,Villarreal,3
AyouZCjp/,Sampdoria,2
AyouZCjp/,Frosinone,0
dU44uFDG/,Bologna,0
dU44uFDG/,Palermo,0
EL5jVCOR/,Manchester Utd,3
EL5jVCOR/,Arsenal,2
GncNw7cb/,FC Augsburg,2
GncNw7cb/,Borussia Monchengladbach,2
lnpMtxJs/,Paris Saint-Germain,1
lnpMtxJs/,Lyon,2
MBCirHTc/,Internazionale,0
MBCirHTc/,Juventus,2
OC0VyoSA/,Eintracht Frankfurt,0
OC0VyoSA/,Schalke 04,0
p2ZWvxAq/,Swansea,1
p2ZWvxAq/,Tottenham,2
pSlvzPdN/,Bayer Leverkusen,1
pSlvzPdN/,Mainz,3
Qk4hRdJf/,Caen,2
Qk4hRdJf/,St Etienne,1
QqoGgjzN/,Athletic Bilbao,3
QqoGgjzN/,Valencia,0
QV5suiLT/,Sevilla,1
QV5suiLT/,Barcelona,2
Us3CwgrT/,Atalanta,1
Us3CwgrT/,Carpi,1
WMoCfWKG/,Granada,1
WMoCfWKG/,Deportivo La Coruna,0
x8G3Of3D/,Nantes,0
x8G3Of3D/,AS Monaco,0
lSqqYW5j/,Napoli,1
lSqqYW5j/,Fiorentina,1
rR00tebA/,Lazio,0
rR00tebA/,Sassuolo,2
0IRLphOE/,Bournemouth,2
0IRLphOE/,Southampton,0
d2hrZrCT/,FC Cologne,1
d2hrZrCT/,FC Ingolstadt 04,1
hEkkTPhs/,Everton,3
hEkkTPhs/,Aston Villa,1
IZB6ZCN9/,Hannover 96,0
IZB6ZCN9/,VfL Wolfsburg,4
ja8hSq8m/,Leicester City,2
ja8hSq8m/,West Brom,2
Kv09O17C/,Crystal Palace,2
Kv09O17C/,Sunderland,2
tIdVgvD8/,Atletico Madrid,3
tIdVgvD8/,Real Sociedad,0
tl15Psh6/,Chelsea,2
tl15Psh6/,Norwich City,1
UsVIpzze/,Getafe,0
UsVIpzze/,Las Palmas,4
0b1BYWxG/,Hertha Berlin,2
0b1BYWxG/,Eintracht Frankfurt,0
23kENLMI/,Tottenham,0
23kENLMI/,West Ham,1
4W72zg83/,Borussia Monchengladbach,4
4W72zg83/,VfB Stuttgart,0
A98byZhc/,Werder Bremen,4
A98byZhc/,Bayer Leverkusen,1
CEd1QNx0/,Manchester Utd,1
CEd1QNx0/,Watford,0
EsuAU2Kp/,SV Darmstadt 98,0
EsuAU2Kp/,Borussia Dortmund,2
G6gIMuxP/,Newcastle,0
G6gIMuxP/,Stoke City,1
GzkrixcR/,Eibar,0
GzkrixcR/,Sevilla,1
hYwETMZj/,Bayern Munich,1
hYwETMZj/,Mainz,2
K8eZhbSE/,Levante,1
K8eZhbSE/,Real Madrid,3
OhYzvdPk/,Swansea,2
OhYzvdPk/,Arsenal,1
SE8mVfz8/,Villarreal,0
SE8mVfz8/,Celta Vigo,0
vk0FXjhM/,TSG Hoffenheim,2
vk0FXjhM/,FC Augsburg,1
WI9fxFwi/,Schalke 04,3
WI9fxFwi/,Hamburg SV,2
xpjvhIsL/,Athletic Bilbao,4
xpjvhIsL/,Deportivo La Coruna,1
YFFvXG5e/,Valencia,2
YFFvXG5e/,Malaga,1
YNccR3Ng/,Manchester City,0
YNccR3Ng/,Liverpool,3
Gv5qWzL1/,Sporting Gijon,0
Gv5qWzL1/,Granada,2
nJuEoGKl/,Rayo Vallecano,1
nJuEoGKl/,Barcelona,5
YFyAnd5r/,Real Betis,3
YFyAnd5r/,Espanyol,0
4fUsgYsG/,AS Roma,4
4fUsgYsG/,Fiorentina,1
hv38hZHg/,Caen,2
hv38hZHg/,AS Monaco,2
0KdgoMrd/,Las Palmas,1
0KdgoMrd/,Villarreal,0
6cckn2Tk/,Real Madrid,7
6cckn2Tk/,Celta Vigo,1
AaqSXNB7/,Chievo Verona,1
AaqSXNB7/,Napoli,3
bgTykhNd/,FC Augsburg,3
bgTykhNd/,Bayer Leverkusen,3
bH34gF2m/,Lorient,0
bH34gF2m/,Bastia,0
bomyw1M5/,Southampton,1
bomyw1M5/,Sunderland,1
CQUoyYnJ/,Nice,2
CQUoyYnJ/,Troyes,1
CUpPu3xm/,West Ham,3
CUpPu3xm/,Everton,2
fLMpmWi9/,Eintracht Frankfurt,1
fLMpmWi9/,FC Ingolstadt 04,1
j9PoiCWE/,Sevilla,1
j9PoiCWE/,Getafe,1
jBtwwfI6/,GFC Ajaccio,1
jBtwwfI6/,Bordeaux,1
jLqTvNig/,Aston Villa,0
jLqTvNig/,Manchester City,4
K0ypyuiI/,Leicester City,1
K0ypyuiI/,Watford,0
lOooSUFq/,VfL Wolfsburg,2
lOooSUFq/,Borussia Monchengladbach,1
nFaJWA7S/,Borussia Dortmund,0
nFaJWA7S/,Bayern Munich,0
pEa0fems/,Paris Saint-Germain,0
pEa0fems/,Montpellier,0
pjufQ8pd/,VfB Stuttgart,5
pjufQ8pd/,TSG Hoffenheim,1
prqXws7a/,Newcastle,1
prqXws7a/,Bournemouth,3
rLJPqUOl/,Deportivo La Coruna,3
rLJPqUOl/,Malaga,3
tAxtxLyC/,Tottenham,2
tAxtxLyC/,Arsenal,2
tUSuwGvd/,Swansea,1
tUSuwGvd/,Norwich City,0
U9s0oPEP/,Stoke City,1
U9s0oPEP/,Chelsea,1
vywZwz30/,St Etienne,0
vywZwz30/,Angers,0
W8pOY3d1/,Hellas Verona,0
W8pOY3d1/,Sampdoria,3
xpSulCx3/,Werder Bremen,4
xpSulCx3/,Hannover 96,1
YBLlnj7F/,FC Cologne,1
YBLlnj7F/,Schalke 04,3
YZVsxEXC/,Stade de Reims,0
YZVsxEXC/,Lille,2
0tOTaHPJ/,Toulouse,1
0tOTaHPJ/,Marseille,1
4CTkjWoL/,Valencia,1
4CTkjWoL/,Atletico Madrid,3
Aik3d7l8/,Frosinone,2
Aik3d7l8/,Udinese,0
dnQshhH8/,Sporting Gijon,0
dnQshhH8/,Athletic Bilbao,2
dUQZffD3/,Genoa,1
dUQZffD3/,Empoli,0
IeRwgY12/,Real Betis,2
IeRwgY12/,Granada,0
lp5MpA9r/,Eibar,0
lp5MpA9r/,Barcelona,4
lrl7eR3E/,Carpi,0
lrl7eR3E/,Bologna,0
lztlza6O/,Manchester Utd,0
lztlza6O/,West Brom,1
OrsGzQRl/,Lazio,1
OrsGzQRl/,Torino,1
SYKhoAML/,Mainz,0
SYKhoAML/,SV Darmstadt 98,0
tKiBy6Cr/,Palermo,1
tKiBy6Cr/,Internazionale,3
vBecptb2/,Real Sociedad,1
vBecptb2/,Levante,1
vXMXbyuQ/,Guingamp,1
vXMXbyuQ/,Lyon,5
WITRtqNt/,Liverpool,2
WITRtqNt/,Crystal Palace,1
WnyjRlVk/,Hamburg SV,2
WnyjRlVk/,Hertha Berlin,0
WU1CigXa/,Nantes,1
WU1CigXa/,Stade Rennes,4
xnoKZqse/,Juventus,2
xnoKZqse/,Atalanta,0
zLPwfES9/,AC Milan,0
zLPwfES9/,Sassuolo,2
nyJfkj1R/,Espanyol,2
nyJfkj1R/,Rayo Vallecano,1
CrOHXbtR/,Bastia,0
CrOHXbtR/,Nantes,0
vDfnmvtE/,Marseille,1
vDfnmvtE/,GFC Ajaccio,1
CtJ9jDn6/,Stade de Reims,2
CtJ9jDn6/,AS Monaco,2
fPKXKSYL/,Sporting Gijon,0
fPKXKSYL/,Malaga,1
KMdJ1V62/,Hertha Berlin,2
KMdJ1V62/,Schalke 04,0
WULbost7/,Juventus,1
WULbost7/,Sassuolo,0
0QROMl49/,Rayo Vallecano,1
0QROMl49/,Eibar,1
4CNfrs6s/,SV Darmstadt 98,2
4CNfrs6s/,FC Augsburg,2
61Ryfngb/,Montpellier,0
61Ryfngb/,Nice,2
63SKNUl3/,Getafe,0
63SKNUl3/,Barcelona,6
dtkDzTH4/,Manchester City,0
dtkDzTH4/,Norwich City,0
dWqoXOoo/,Lorient,1
dWqoXOoo/,Marseille,1
IHIzwnU1/,Hannover 96,0
IHIzwnU1/,FC Cologne,2
IsnQ1mSq/,Atletico Madrid,3
IsnQ1mSq/,Deportivo La Coruna,0
jXHDkX1C/,Guingamp,2
jXHDkX1C/,St Etienne,0
KKRqxzf2/,Bournemouth,3
KKRqxzf2/,Swansea,2
phQug684/,Lille,2
phQug684/,Bastia,1
Q1YmipwH/,Bordeaux,0
Q1YmipwH/,Toulouse,4
Q7B3F6dq/,Celta Vigo,1
Q7B3F6dq/,Real Sociedad,0
QJwdpUyS/,Bayern Munich,5
QJwdpUyS/,Werder Bremen,0
Sn0Ra9yF/,VfB Stuttgart,3
Sn0Ra9yF/,FC Ingolstadt 04,3
ttTolqdl/,Sampdoria,1
ttTolqdl/,Empoli,1
UFv2p1eD/,Bologna,1
UFv2p1eD/,Internazionale,2
vRJWwSEe/,Borussia Monchengladbach,3
vRJWwSEe/,Eintracht Frankfurt,0
xSMXfSwh/,Caen,0
xSMXfSwh/,GFC Ajaccio,1
YP0N0kM8/,TSG Hoffenheim,1
YP0N0kM8/,VfL Wolfsburg,0
zXmHZnXA/,Southampton,2
zXmHZnXA/,Stoke City,1
2kUskPtr/,Hellas Verona,1
2kUskPtr/,Fiorentina,1
AFXkm3Bf/,Napoli,1
AFXkm3Bf/,Palermo,0
AiFSv8ak/,Bayer Leverkusen,1
AiFSv8ak/,Hamburg SV,0
byOTe8Oo/,Nantes,2
byOTe8Oo/,Angers,0
C0VSL8JF/,Real Madrid,2
C0VSL8JF/,Las Palmas,1
C4oU07sj/,Levante,1
C4oU07sj/,Valencia,0
d8iFg5YQ/,AS Roma,2
d8iFg5YQ/,Udinese,1
fHhdvBIu/,Aston Villa,0
fHhdvBIu/,Tottenham,2
jepYaRdd/,Athletic Bilbao,3
jepYaRdd/,Real Betis,1
l6WgnNQ0/,Chievo Verona,0
l6WgnNQ0/,AC Milan,0
M9Rm84mK/,Atalanta,0
M9Rm84mK/,Lazio,2
pfHHliHI/,Troyes,0
pfHHliHI/,Paris Saint-Germain,8
r5mBfoJK/,Carpi,2
r5mBfoJK/,Frosinone,1
rJSq9pYD/,Genoa,3
rJSq9pYD/,Torino,2
SCTGOAZd/,Villarreal,2
SCTGOAZd/,Sevilla,4
SGFphQNA/,Lyon,2
SGFphQNA/,Stade Rennes,1
W0GOulpq/,Borussia Dortmund,2
W0GOulpq/,Mainz,0
6id0wVXo/,Newcastle,0
6id0wVXo/,Leicester City,1
YFJyKnlS/,Granada,1
YFJyKnlS/,Espanyol,1
KtNbZRmF/,Getafe,1
KtNbZRmF/,Eibar,1
p65E75Nc/,Marseille,2
p65E75Nc/,Stade Rennes,5
pOvhs1Lm/,Schalke 04,2
pOvhs1Lm/,Borussia Monchengladbach,1
4WmzGwmf/,Malaga,1
4WmzGwmf/,Real Betis,0
6gH2opWM/,Norwich City,1
6gH2opWM/,West Brom,0
AZaya0A6/,Palermo,0
AZaya0A6/,Empoli,0
bFWekO7T/,St Etienne,3
bFWekO7T/,Montpellier,0
d6pSHaIs/,Rayo Vallecano,2
d6pSHaIs/,Granada,2
EogR437G/,Caen,2
EogR437G/,Troyes,1
hfVCxwzJ/,Werder Bremen,1
hfVCxwzJ/,Mainz,1
hKj2z8Y8/,Deportivo La Coruna,2
hKj2z8Y8/,Levante,1
hxhV3NMM/,Stade de Reims,0
hxhV3NMM/,Guingamp,1
IaDSq2Vj/,Toulouse,0
IaDSq2Vj/,Lille,1
Iyw0uuj0/,Hamburg SV,1
Iyw0uuj0/,TSG Hoffenheim,3
jTqWGJXm/,Real Sociedad,0
jTqWGJXm/,Las Palmas,1
K0Nb0tSP/,FC Cologne,0
K0Nb0tSP/,Bayern Munich,1
KOXij4hN/,Lorient,1
KOXij4hN/,Angers,5
lIMcnQGG/,Watford,1
lIMcnQGG/,Stoke City,2
newuFc20/,Sporting Gijon,2
newuFc20/,Atletico Madrid,1
OEwdtLzf/,SV Darmstadt 98,1
OEwdtLzf/,VfL Wolfsburg,1
QLtUWpHT/,Chelsea,2
QLtUWpHT/,West Ham,2
Qs0Re0zs/,Hertha Berlin,2
Qs0Re0zs/,FC Ingolstadt 04,1
SUfJ6Px4/,Lyon,2
SUfJ6Px4/,Nantes,0
SUSeS4Pp/,Crystal Palace,0
SUSeS4Pp/,Leicester City,1
tAOf1MCJ/,Eintracht Frankfurt,1
tAOf1MCJ/,Hannover 96,0
tnWxil2o/,Everton,0
tnWxil2o/,Arsenal,2
voMh7O2Q/,AS Roma,1
voMh7O2Q/,Internazionale,1
YNFR0JW2/,Swansea,1
YNFR0JW2/,Aston Villa,0
0Q3GC4t2/,Athletic Bilbao,1
0Q3GC4t2/,Espanyol,2
21KokSWc/,Sunderland,1
21KokSWc/,Newcastle,1
4bA7EQBk/,Valencia,0
4bA7EQBk/,Celta Vigo,2
6LgN5qhA/,AS Monaco,2
6LgN5qhA/,Paris Saint-Germain,0
ARNgm61A/,Bournemouth,0
ARNgm61A/,Tottenham,3
bexSLNHJ/,Napoli,3
bexSLNHJ/,Genoa,1
CbtWKsXP/,AC Milan,1
CbtWKsXP/,Lazio,1
djbqcvuJ/,Atalanta,2
djbqcvuJ/,Bologna,0
E3W8wJKC/,FC Augsburg,1
E3W8wJKC/,Borussia Dortmund,3
ETibylJ2/,Villarreal,2
ETibylJ2/,Barcelona,2
G4Oklnn4/,Southampton,3
G4Oklnn4/,Liverpool,2
IaaubKPC/,Hellas Verona,1
IaaubKPC/,Carpi,2
KxVtj8Hi/,Manchester City,0
KxVtj8Hi/,Manchester Utd,1
lKBS0Muf/,Chievo Verona,1
lKBS0Muf/,Sampdoria,0
nNaCDpRe/,Sevilla,0
nNaCDpRe/,Real Madrid,4
tf8K2rBs/,Torino,1
tf8K2rBs/,Juventus,4
v9EOprGp/,Bordeaux,1
v9EOprGp/,Bastia,1
W21A8o8i/,GFC Ajaccio,0
W21A8o8i/,Nice,3
Wr1Xate0/,Frosinone,0
Wr1Xate0/,Fiorentina,0
Wvs4va56/,VfB Stuttgart,0
Wvs4va56/,Bayer Leverkusen,2
zH7O12Qm/,Udinese,1
zH7O12Qm/,Sassuolo,1
AV1wgbKa/,Bayer Leverkusen,3
AV1wgbKa/,VfL Wolfsburg,0
pURnlUcp/,Rayo Vallecano,2
pURnlUcp/,Getafe,0
z1sz3sxT/,Bordeaux,2
z1sz3sxT/,AS Monaco,1
2B1f4iY2/,St Etienne,2
2B1f4iY2/,GFC Ajaccio,0
2LnX0PV9/,Newcastle,2
2LnX0PV9/,Norwich City,3
2P2YuOgp/,Watford,0
2P2YuOgp/,Arsenal,4
6cenixkC/,Hannover 96,0
6cenixkC/,Hamburg SV,3
6qY5cLaj/,Troyes,0
6qY5cLaj/,Angers,1
CMY1b1pp/,Guingamp,2
CMY1b1pp/,Montpellier,2
dM45rHFr/,Crystal Palace,2
dM45rHFr/,West Ham,2
dY0b3Bm9/,Paris Saint-Germain,4
dY0b3Bm9/,Nice,1
Ea6xur9j/,Chelsea,4
Ea6xur9j/,Aston Villa,0
ENbfkGJO/,Mainz,4
ENbfkGJO/,FC Augsburg,2
feqP2o1c/,Tottenham,1
feqP2o1c/,Liverpool,1
GSxwEadP/,FC Ingolstadt 04,3
GSxwEadP/,Schalke 04,0
hIDNAc9I/,Sassuolo,3
hIDNAc9I/,Carpi,1
IyP49J4t/,SV Darmstadt 98,2
IyP49J4t/,VfB Stuttgart,2
jXg71kIL/,Stade Rennes,3
jXg71kIL/,Stade de Reims,1
KO59Y01P/,Juventus,1
KO59Y01P/,Empoli,0
OKQjmlDj/,Barcelona,1
OKQjmlDj/,Real Madrid,2
ppG6p4oT/,Bournemouth,0
ppG6p4oT/,Manchester City,4
ppxx0qoG/,Sunderland,0
ppxx0qoG/,West Brom,0
tMfb6TJS/,Real Betis,1
tMfb6TJS/,Atletico Madrid,5
UNhB09XR/,Toulouse,2
UNhB09XR/,Caen,0
W8YUawn9/,Swansea,2
W8YUawn9/,Stoke City,2
Wv3Zgv5g/,Borussia Dortmund,3
Wv3Zgv5g/,Werder Bremen,2
xI3VfKkm/,Bayern Munich,1
xI3VfKkm/,Eintracht Frankfurt,0
xOEYBXki/,Deportivo La Coruna,1
xOEYBXki/,Celta Vigo,1
Yk8sABK3/,Valencia,1
Yk8sABK3/,Las Palmas,2
0Kfjjd4I/,TSG Hoffenheim,1
0Kfjjd4I/,FC Cologne,1
4dLADaPa/,Internazionale,1
4dLADaPa/,Torino,2
4zpKhAkT/,Real Sociedad,2
4zpKhAkT/,Sevilla,1
88422V2F/,Bastia,2
88422V2F/,Marseille,1
8UR1FLfm/,Palermo,1
8UR1FLfm/,Chievo Verona,3
AgOIBwfC/,Udinese,3
AgOIBwfC/,Napoli,1
bc5g794M/,Espanyol,1
bc5g794M/,Malaga,1
